alias_name,price,commented,screen_size,cost_efficient,performance,endurance,appearance,camera_performance,days,ba_cap,ram,rom
RMX1805,1199,15,6.5,8,8,9,8,8,42,5000,4,128
RMX1821,999,0,6.5,0,0,0,0,0,82,5000,6,64
RMX1822,999,0,6.5,0,0,0,0,0,82,5000,6,64
RMX1825,999,0,6.5,0,0,0,0,0,82,5000,6,64
RMX1827,794,0,6.2,0,0,0,0,0,699,4230,3,32
RMX1851,2399,16,6.55,9,9,8,8,9,84,4500,8,64
RMX1853,1350,0,6.3,0,0,0,0,0,588,4045,4,64
RMX1901,2399,16,6.55,9,9,8,8,9,84,4500,8,128
RMX1911,1199,15,6.5,8,8,9,8,8,42,5000,4,128
RMX1915,1199,15,6.5,8,8,9,8,8,42,5000,4,128
RMX1919,1199,15,6.5,8,8,9,8,8,42,5000,4,128
RMX1925,979,0,6.51,0,0,0,0,0,395,5000,4,64
RMX1931,2699,23,6.5,9,9,9,8,8,409,4000,6,64
RMX1971,2399,16,6.55,9,9,9,8,9,42,5000,8,64
RMX1973,2399,16,6.55,9,9,8,8,9,84,4500,8,128
RMX1991,2699,23,6.5,9,9,9,8,8,409,4000,6,64
RMX1992,2699,23,6.5,9,9,9,8,8,409,4000,6,64
RMX1993,2699,23,6.5,9,9,9,8,8,409,4000,6,64
RMX2001,1299,15,6.5,8,8,9,8,8,42,5000,6,128
RMX2002,0,0,,0,0,0,0,0,274,5000,0,0
RMX2003,1299,15,6.5,8,8,9,8,8,42,5000,6,128
RMX2020,700,0,6.5,0,0,0,0,0,303,5000,4,64
RMX2021,700,0,6.5,0,0,0,0,0,303,5000,4,64
RMX2022,700,0,6.5,0,0,0,0,0,303,5000,4,64
RMX2025,3599,24,6.44,9,9,8,8,8,256,4200,8,128
RMX2027,700,0,6.5,0,0,0,0,0,303,5000,4,64
RMX2030,0,0,6.5,0,0,0,0,0,699,5000,4,64
RMX2031,0,0,6.5,0,0,0,0,0,699,5000,4,64
RMX2032,0,0,6.5,0,0,0,0,0,699,5000,4,64
RMX2040,0,0,6.5,0,0,0,0,0,274,5000,4,128
RMX2041,0,0,,0,0,0,0,0,274,5000,0,0
RMX2042,0,0,,0,0,0,0,0,274,5000,0,0
RMX2050,0,0,6.5,0,0,0,0,0,334,5000,3,32
RMX2051,3599,24,6.44,9,9,8,8,8,256,4200,8,128
RMX2052,0,0,6.57,0,0,0,0,0,215,4200,8,128
RMX2061,2199,16,6.55,9,9,8,8,9,84,4500,6,128
RMX2063,2199,16,6.55,9,9,8,8,9,84,4500,6,128
RMX2071,3599,24,6.44,9,9,8,8,8,256,4200,8,128
RMX2072,3599,24,6.44,9,9,8,8,8,256,4200,8,128
RMX2075,3599,24,6.44,9,9,8,8,8,256,4200,8,128
RMX2076,3599,24,6.44,9,9,8,8,8,256,4200,8,128
RMX2081,0,0,6.6,0,0,0,0,0,182,4200,12,256
RMX2083,0,0,6.6,0,0,0,0,0,182,4200,12,256
RMX2085,0,0,6.6,0,0,0,0,0,182,4200,12,256
RMX2086,0,0,6.6,0,0,0,0,0,182,4200,12,256
RMX2103,1460,0,6.5,0,0,0,0,0,90,5000,8,128
RMX2104,1460,0,6.5,0,0,0,0,0,90,5000,8,128
RMX2111,2399,16,6.55,9,9,8,8,9,84,5000,8,128
RMX2112,1399,16,6.5,9,9,10,10,7,115,5000,6,128
RMX2117,1199,15,6.5,8,8,9,8,8,42,5000,4,128
RMX2121,2399,16,6.55,9,9,8,8,9,84,4500,8,128
RMX2141,1999,16,6.57,9,9,8,10,8,215,4200,6,128
RMX2142,1999,16,6.57,9,9,8,10,8,215,4200,6,128
RMX2144,3599,24,6.44,9,9,8,8,8,256,4200,8,128
RMX2151,2399,16,6.55,9,9,8,8,9,84,4500,8,128
RMX2161,0,0,6.5,0,0,0,0,0,334,4500,6,64
RMX2170,2399,16,6.55,9,9,8,8,9,84,4500,8,128
RMX2173,1599,1,6.43,9,9,9,9,8,60,4300,8,128
RMX2176,2399,16,6.55,9,9,8,8,9,84,4500,8,128
RMX2193,0,0,6.5,0,0,0,0,0,334,4500,6,64
RMX2200,999,1,6.5,8,8,9,7,7,41,5000,6,64
RMX2201,999,0,6.5,0,0,0,0,0,82,5000,6,64
RNE-AL00,2199,0,6.8,0,0,0,0,0,121,4300,6,128
ROG Phone,5999,20,6.0,6,8,7,7,6,821,4000,8,128
ROG Phone 3,13899,2,6.59,9,10,10,7,8,90,6000,16,512
ROG Phone2,3999,36,6.59,8,10,9,8,6,496,6000,8,128
ROG2,3999,36,6.59,8,10,9,8,6,496,6000,8,128
ROG手机,5999,20,6.0,6,8,7,7,6,821,4000,8,128
ROG手机2,3999,36,6.59,8,10,9,8,6,496,6000,8,128
ROG电竞手机,5999,20,6.0,6,8,7,7,6,821,4000,8,128
RVL-AL09,1659,125,6.95,9,9,9,9,8,883,5000,6,64
RY1201D,12999,1,7.8,0,0,0,0,0,579,3970,8,512
Ramos M7,999,8,5.0,6,2,8,6,6,1795,5000,2,16
Redmi 10X 5G,1899,11,6.57,5,5,5,3,4,182,4520,8,64
Redmi 10X Pro,2399,6,6.57,7,6,7,7,6,182,4520,8,256
Redmi 3,999,124,6.3,7,6,7,7,7,685,4000,3,32
Redmi 3X,2598,19,6.67,7,6,7,6,6,248,4700,6,128
Redmi 4,999,4,6.53,6,5,6,5,5,188,5020,4,128
Redmi 4X,2598,19,6.67,7,6,7,6,6,248,4700,6,128
Redmi 5,2599,17,6.67,9,9,8,8,8,29,5000,8,128
Redmi 5A,2599,17,6.67,9,9,8,8,8,29,5000,8,128
Redmi 6,1399,16,6.67,7,6,8,7,8,365,4500,6,64
Redmi 6 Pro,2598,19,6.67,7,6,7,6,6,248,4700,6,128
Redmi 6A,498,8,5.45,7,5,6,7,5,899,3000,2,16
Redmi 7,999,124,6.3,7,6,7,7,7,685,4000,3,32
Redmi 7A,799,3,5.45,6,3,6,5,3,552,4000,3,32
Redmi 8,2599,17,6.67,9,9,8,8,8,29,5000,8,128
Redmi 8A,699,5,6.22,6,3,7,4,2,412,5000,4,64
Redmi 8A Dual,709,0,6.22,0,0,0,0,0,242,5000,3,32
Redmi 9a,999,0,6.53,0,0,0,0,0,121,5000,6,64
Redmi G85,1199,4,6.53,6,5,6,5,5,188,5020,6,128
Redmi K20,2799,9,6.39,8,9,9,8,8,552,4000,8,64
Redmi K20 Pro,2198,36,6.39,10,9,8,8,8,552,4000,6,64
Redmi K30,2599,17,6.67,9,9,8,8,8,29,5000,8,128
Redmi K30 5G,2599,17,6.67,9,9,8,8,8,29,5000,8,128
Redmi K30 5G Speed,2599,17,6.67,9,9,8,8,8,29,5000,8,128
Redmi K30 Pro,2598,19,6.67,7,6,7,6,6,248,4700,6,128
Redmi K30 至尊纪,3298,2,6.7,9,9,8,10,8,108,4500,8,512
Redmi K30S,3298,17,6.67,9,9,8,8,8,29,5000,8,256
Redmi K30T,0,0,6.67,0,0,0,0,0,334,5000,0,0
Redmi K30i,1938,2,6.67,8,6,7,7,6,149,4500,8,256
Redmi K30i 5G,2599,17,6.67,9,9,8,8,8,29,5000,8,128
Redmi K30极速版,1699,0,6.67,0,0,0,0,0,213,4500,6,128
Redmi K30至尊纪念版,3298,2,6.7,9,9,8,10,8,108,4500,8,512
Redmi K40,0,0,,0,0,0,0,0,334,4500,0,0
Redmi K40 Pro,0,0,,0,0,0,0,0,334,4500,0,0
Redmi Not,0,0,6.53,0,0,0,0,0,334,4500,0,0
Redmi Note 10,0,0,6.53,0,0,0,0,0,334,4500,0,0
Redmi Note 2,1599,1,6.67,6,6,8,6,8,0,4820,6,128
Redmi Note 3,999,124,6.3,7,6,7,7,7,685,4000,3,32
Redmi Note 4,899,7,6.3,7,5,6,7,6,487,4000,4,64
Redmi Note 5,1599,1,6.67,6,6,8,6,8,0,4820,6,128
Redmi Note 5 Pro,1599,1,6.67,6,6,8,6,8,0,4820,6,128
Redmi Note 5A,1599,1,6.67,6,6,8,6,8,0,4820,6,128
Redmi Note 5A Prime,1599,1,6.67,6,6,8,6,8,0,4820,6,128
Redmi Note 6 Pro,1599,1,6.67,6,6,8,6,8,0,4820,6,128
Redmi Note 7,999,124,6.3,7,6,7,7,7,685,4000,3,32
Redmi Note 7 Pro,1599,1,6.67,6,6,8,6,8,0,4820,6,128
Redmi Note 8,1499,18,6.53,7,6,6,6,6,454,4500,8,128
Redmi Note 8 Pro,1499,18,6.53,7,6,6,6,6,454,4500,8,128
Redmi Note 9 Pro,1599,1,6.67,6,6,8,6,8,0,4820,6,128
Redmi Note 9 Pro Max,1599,1,6.67,6,6,8,6,8,0,4820,6,128
Redmi Note 9S,799,0,6.67,0,0,0,0,0,274,5020,4,64
Redmi Pro,2598,19,6.67,7,6,7,6,6,248,4700,6,128
Redmi S2,749,10,5.99,5,5,5,6,5,1064,3080,4,64
Redmi Y2,778,10,5.99,5,5,5,6,5,944,3080,3,32
Redmi k20 pro,2998,36,6.39,10,9,8,8,8,552,4000,8,64
Redmi k30i,1938,2,6.67,8,6,7,7,6,149,4500,8,256
Redmi 大音量,999,0,6.53,0,0,0,0,0,121,5000,6,64
Redmi 游戏芯,1199,3,6.53,7,6,8,7,4,153,5020,6,64
Redmi+6+Pro,2598,19,6.67,7,6,7,6,6,248,4700,6,128
Redmi10X,1199,4,6.53,6,5,6,5,5,188,5020,6,128
Redmi9,1199,3,6.53,7,6,8,7,4,153,5020,6,64
RedmiK30S,3298,17,6.67,9,9,8,8,8,29,5000,8,256
RedmiK30T,0,0,6.67,0,0,0,0,0,334,5000,0,0
RedmiK40,0,0,,0,0,0,0,0,334,4500,0,0
RedmiK40 Pro,0,0,,0,0,0,0,0,334,4500,0,0
Redmi快充手机,4499,19,6.67,7,6,8,6,8,248,4700,8,512
Redmi红外遥控,799,0,6.67,0,0,0,0,0,274,5020,4,64
Redmi长续航手机,4499,19,6.67,7,6,8,6,8,248,4700,8,512
Reno,2499,79,6.43,9,8,9,9,9,66,4300,8,128
Royole FlexPai,9988,0,7.8,0,0,0,0,0,90,4450,8,256
Royole FlexPai 2,9988,0,7.8,0,0,0,0,0,90,4450,8,256
S01,398,1,5.5,0,0,0,0,0,1613,2400,1,16
S03,399,3,5.0,6,4,4,5,3,1613,1900,1,16
S09,299,0,5.0,0,0,0,0,0,1064,1050,1,8
S1,1598,16,6.53,6,6,7,7,7,640,3940,4,128
S1 Pro,1898,12,6.39,8,8,6,9,9,579,3700,6,256
S10,3499,144,6.1,8,10,8,10,10,668,3400,8,128
S100,5999,0,6.0,0,0,0,0,0,852,3980,6,64
S108,0,0,2.4,0,0,0,0,0,0,0,0,0
S109,388,2,2.4,8,8,8,8,8,3743,1350,0,0
S11,2388,0,5.0,0,0,0,0,0,1095,7000,6,64
S11 Plus,0,0,6.9,0,0,0,0,0,0,5000,0,0
S156,358,0,3.5,0,0,0,0,0,1182,2000,0,4
S16,3488,0,6.3,0,0,0,0,0,334,6000,8,128
S2,799,47,5.5,7,7,6,7,7,1217,3020,4,64
S20,5999,8,6.2,7,10,7,9,9,255,4000,12,128
S20+,5999,8,6.2,7,10,7,9,9,255,4000,12,128
S200,2310,9,3.8,0,0,0,0,0,4351,1350,0,0
S21,0,0,6.2,0,0,0,0,0,0,4000,0,0
S3,0,0,5.7,0,0,0,0,0,699,4000,3,32
S3 Pro,800,225,4.5,4,5,4,6,4,2586,2100,1,4
S350,750,0,2.6,0,0,0,0,0,5082,0,0,0
S36,280,0,5.0,0,0,0,0,0,1429,2000,1,8
S5,1998,20,6.44,7,8,8,8,8,374,4100,8,128
S500,1140,26,,0,0,0,0,0,4931,0,0,0
S506M,0,0,5.5,0,0,0,0,0,1064,2200,2,16
S562Z,899,0,5.7,0,0,0,0,0,883,3000,4,64
S6,2298,29,6.44,8,8,7,7,8,243,4500,8,128
S6 5G版,2598,29,6.44,8,8,7,7,8,243,4500,8,256
S6000,0,0,,0,0,0,0,0,0,0,0,0
S610,699,0,6.087999999999999,0,0,0,0,0,395,3300,4,64
S626L,699,1,6.0,0,0,0,0,0,1064,4710,3,32
S685C,1699,69,6.0,6,6,6,7,5,1537,4100,3,64
S685H,1699,69,6.0,6,6,6,7,5,1537,4100,3,64
S685M,1699,69,6.0,6,6,6,7,5,1537,4100,3,64
S685Q,1699,69,6.0,6,6,6,7,5,1537,4100,3,64
S7,2798,16,6.44,9,9,8,9,9,121,4000,8,128
S711L,950,5,7.0,6,5,5,6,5,1795,0,3,32
S8,3578,177,6.2,7,9,8,9,9,1285,3500,6,128
S8 移动版,3499,456,5.8,8,9,8,9,9,1285,3000,4,64
S8+,3578,177,6.2,7,9,8,9,9,1285,3500,6,128
S8-701u,4099,15,6.57,9,10,8,9,9,223,4000,8,128
S8-701w,4099,15,6.57,9,10,8,9,9,223,4000,8,128
S880,800,169,5.0,4,5,5,5,4,3256,2250,0,4
S9,2888,184,5.8,6,10,6,7,7,990,3000,4,64
S9 Plus,3699,206,6.2,7,10,7,8,8,990,3500,6,64
S9 plus,3699,206,6.2,7,10,7,8,8,990,3500,6,64
S900,800,41,4.5,6,6,4,8,4,3256,1800,1,4
SA 8,19999,1,7.6,9,9,9,9,9,19,4500,12,512
SAC-A0,1299,21,6.3,7,7,7,7,6,456,4000,6,128
SAGA M6,1299,2,5.5,5,5,5,5,5,1826,4800,1,16
SAMSUNG A5,0,3,5.6,4,6,7,7,4,1064,0,4,32
SAMSUNG-SM-G891A,0,4,5.1,6,6,5,6,7,0,4000,4,32
SCH-I889,9199,23,6.9,8,9,9,9,9,94,4500,12,256
SCH-I919,420,502,4.0,4,4,5,5,5,2647,1500,0,4
SCH-I939,2800,1144,4.8,6,6,5,6,6,3135,2100,1,16
SCH-I939D,2800,1144,4.8,6,6,5,6,6,3135,2100,1,16
SCH-I939I,999,172,4.8,6,6,6,7,6,2466,2100,5,16
SCH-I959,1460,183,4.3,7,7,6,6,8,2890,2330,5,8
SCH-N719,9199,23,6.9,8,9,9,9,9,94,4500,12,256
SCH-W2013,4388,109,3.7,5,6,6,7,6,2890,1820,1,16
SCH-W699,2200,4,2.8,0,0,0,0,0,4351,1200,0,0
SCH-W799,3850,39,3.0,4,4,4,4,4,3986,1500,0,0
SCH-W899,1299,78,3.3,5,5,5,7,5,3682,1500,0,8
SCH-W999,1250,96,3.5,5,6,5,7,6,3287,1500,1,16
SCH-i300,0,3,4.5,8,4,8,8,8,1429,3500,5,32
SCH-i909,5999,8,6.2,7,10,7,9,9,255,4000,12,128
SCL-AL00,649,149,5.0,5,5,5,6,5,1979,2200,2,8
SCL-CL00,649,149,5.0,5,5,5,6,5,1979,2200,2,8
SCL-TL00,649,149,5.0,5,5,5,6,5,1979,2200,2,8
SCL-TL00H,649,149,5.0,5,5,5,6,5,1979,2200,2,8
SCMA,1580,8,2.2,0,0,0,0,0,4717,780,0,0
SDM638,0,1,,0,0,0,0,0,1064,0,0,0
SEA-AL00,3699,4,6.57,8,10,8,9,9,216,4000,8,128
SEA-AL10,3699,27,6.57,8,10,8,9,9,216,4000,8,128
SEA-TL00,3699,27,6.57,8,10,8,9,9,216,4000,8,128
SEA-TL10,3699,27,6.57,8,10,8,9,9,216,4000,8,128
SGH-N378,0,0,6.5,0,0,0,0,0,334,5000,8,128
SH800,3099,2,5.5,5,5,4,6,4,1278,4500,3,64
SHARP AQUOS R3,0,0,6.2,0,0,0,0,0,699,3200,6,128
SHARP AQUOS S2,799,47,5.5,7,7,6,7,7,1217,3020,4,64
SHOWN P1,399,5,5.0,5,5,3,6,4,1826,1400,1,8
SHV-E330S,2180,22,5.0,5,7,5,6,7,2890,2600,2,32
SKR-A0,2999,6,6.67,6,8,6,4,6,269,4720,8,128
SKR-H0,2999,6,6.67,6,8,6,4,6,269,4720,8,128
SKW-A0,5299,33,7.1,9,9,10,7,10,248,5000,8,256
SKW-H0,5299,33,7.1,9,9,10,7,10,248,5000,8,256
SLA-AL00,849,183,5.5,8,5,8,7,6,1312,4000,4,64
SLA-TL10,849,183,5.5,8,5,8,7,6,1312,4000,4,64
SM-A102U,0,0,6.2,0,0,0,0,0,699,3400,3,32
SM-A2070,1293,0,6.5,0,0,0,0,0,426,4000,4,64
SM-A3000,0,4,4.7,7,7,7,8,7,0,3000,2,16
SM-A3009,0,4,4.7,7,7,7,8,7,0,3000,2,16
SM-A3050,1499,5,6.4,6,5,7,5,5,609,5000,6,64
SM-A3058,1499,5,6.4,6,5,7,5,5,609,5000,6,64
SM-A5000,0,3,5.6,4,6,7,7,4,1064,0,4,32
SM-A5009,0,3,5.6,4,6,7,7,4,1064,0,4,32
SM-A5070,1489,22,6.4,7,8,7,8,8,395,4000,6,128
SM-A5100,1159,106,5.2,6,2,7,8,8,1764,2900,3,16
SM-A5108,1159,106,5.2,6,2,7,8,8,1764,2900,3,16
SM-A5160,2399,1,6.5,2,2,5,6,6,182,4500,8,128
SM-A520F,0,0,5.2,0,0,0,0,0,1429,3000,3,32
SM-A526B,0,0,6.5,0,0,0,0,0,334,5000,8,128
SM-A5300,0,3,5.6,4,6,7,7,4,1064,0,4,32
SM-A530N,6999,3,5.6,4,6,5,7,4,1064,3000,4,32
SM-A530x,0,3,5.6,4,6,7,7,4,1064,0,4,32
SM-A600FN,0,0,5.6,0,0,0,0,0,1064,3000,0,32
SM-A6050,1198,11,6.0,4,4,6,7,7,899,3500,4,64
SM-A6058,1198,11,6.0,4,4,6,7,7,899,3500,4,64
SM-A605G,0,0,6.0,0,0,0,0,0,1064,3500,0,32
SM-A605GN,0,0,6.0,0,0,0,0,0,1064,3500,0,32
SM-A6060,1399,26,6.3,7,8,6,7,7,579,3500,6,64
SM-A7000,0,1,,0,0,0,0,0,1429,3300,4,64
SM-A7009,0,1,,0,0,0,0,0,1429,3300,4,64
SM-A7050,1789,3,6.7,6,8,6,6,7,395,4500,8,128
SM-A7050ZKUCHC,2099,23,6.7,7,8,9,8,8,609,4500,6,128
SM-A7070,1789,3,6.7,6,8,6,6,7,395,4500,8,128
SM-A7100,950,199,5.5,4,5,6,6,5,1764,3300,3,32
SM-A7108,950,199,5.5,4,5,6,6,5,1764,3300,3,32
SM-A7160,2899,6,6.7,5,5,6,6,7,243,4500,8,128
SM-A8000,1599,230,6.4,7,8,8,8,8,721,3400,6,128
SM-A800S,3499,5,6.0,0,0,0,0,0,1064,3500,6,64
SM-A8050,2269,21,6.7,8,8,8,10,8,518,3700,8,128
SM-A9000,1488,251,6.0,6,5,8,8,7,1826,4000,3,32
SM-A9080,2799,10,6.7,7,7,7,7,7,426,4500,8,128
SM-A9100,1899,251,6.0,6,5,8,8,7,1795,5000,4,32
SM-A9200,2399,159,6.3,7,8,7,8,8,750,3800,6,128
SM-C5000,1122,668,5.2,8,4,8,8,7,1674,2600,4,32
SM-C5010,1398,137,5.2,8,4,8,9,8,1370,2600,4,64
SM-C5018,1398,137,5.2,8,4,8,9,8,1370,2600,4,64
SM-C7000,1615,261,5.7,9,4,9,9,9,1429,3300,4,64
SM-C7010,1615,261,5.7,9,4,9,9,9,1429,3300,4,64
SM-C7018,1615,261,5.7,9,4,9,9,9,1429,3300,4,64
SM-C7100,1366,22,5.5,5,4,5,6,6,1186,3000,4,64
SM-C7108,1366,22,5.5,5,4,5,6,6,1186,3000,4,64
SM-C9000,1666,576,6.0,9,4,9,7,6,1490,4000,6,32
SM-C9008,1666,576,6.0,9,4,9,7,6,1490,4000,6,32
SM-C9150,0,4,6.0,6,7,6,7,7,1064,0,6,64
SM-E7000,1299,111,5.5,5,5,5,6,5,2129,2950,2,16
SM-E7009,1299,111,5.5,5,5,5,6,5,2129,2950,2,16
SM-E700F,1299,111,5.5,5,5,5,6,5,2129,2950,2,16
SM-F,0,0,6.7,0,0,0,0,0,334,7000,3,64
SM-F7000,12499,0,6.7,0,0,0,0,0,121,3300,8,256
SM-F7070,16999,17,7.6,8,10,8,8,9,90,4500,12,512
SM-F9000,16999,17,7.6,8,10,8,8,9,90,4500,12,512
SM-F9160,16999,17,7.6,8,10,8,8,9,90,4500,12,512
SM-G1600,1498,2,3.8,7,7,7,7,7,1429,1950,2,16
SM-G1650,1498,2,3.8,7,7,7,7,7,1429,1950,2,16
SM-G3588V,699,112,4.7,5,6,5,6,5,2374,0,1,8
SM-G5308W,809,210,5.0,6,5,5,6,5,2252,2600,1,8
SM-G5500,680,233,5.0,8,2,9,9,8,1490,2600,2,16
SM-G5510,680,233,5.0,8,2,9,9,8,1490,2600,2,16
SM-G5520,750,233,5.0,8,2,9,9,8,1521,2600,2,16
SM-G5528,750,233,5.0,8,2,9,9,8,1521,2600,2,16
SM-G5700,680,233,5.0,8,2,9,9,8,1490,2600,2,16
SM-G570F,950,233,5.0,8,2,9,9,8,1521,2600,3,32
SM-G6000,0,0,5.5,0,0,0,0,0,1064,0,3,32
SM-G600S,0,2,5.5,2,2,6,1,2,0,3000,2,16
SM-G6100,1359,188,5.5,9,4,9,8,8,1551,3300,3,32
SM-G615F,0,0,5.7,0,0,0,0,0,1429,0,4,32
SM-G615FU,0,0,5.7,0,0,0,0,0,1429,0,4,32
SM-G6200,1199,95,6.0,9,9,9,9,9,760,3300,6,64
SM-G7108V,699,833,5.25,6,6,5,7,5,2282,2600,5,8
SM-G7200,1099,98,5.25,5,6,5,6,5,2466,2500,5,16
SM-G770F,0,0,6.7,0,0,0,0,0,0,4500,8,128
SM-G7810,4999,18,6.5,8,9,9,8,9,40,4500,8,128
SM-G8508S,0,142,4.7,5,6,4,7,6,2313,1860,2,16
SM-G850S,0,142,4.7,5,6,4,7,6,2282,1860,2,16
SM-G8750,3289,27,5.8,4,4,4,5,4,944,3000,4,64
SM-G8850,3451,206,6.3,7,7,8,8,8,1064,3700,4,64
SM-G8858,1596,206,6.3,7,7,8,8,8,899,3700,4,64
SM-G8870,1799,230,6.4,8,8,8,8,8,721,3400,8,128
SM-G892A,0,1,5.8,0,0,0,0,0,1429,4000,4,64
SM-G893,0,0,5.8,0,0,0,0,0,1064,4000,4,64
SM-G9006V,0,0,5.1,0,0,0,0,0,699,2800,2,16
SM-G9006W,0,0,5.1,0,0,0,0,0,699,2800,2,16
SM-G9008V,0,0,5.1,0,0,0,0,0,699,2800,2,16
SM-G9008W,0,0,5.1,0,0,0,0,0,699,2800,2,16
SM-G9009D,0,0,5.1,0,0,0,0,0,699,2800,2,16
SM-G9009W,0,0,5.1,0,0,0,0,0,699,2800,2,16
SM-G9198,5220,43,3.9,5,6,6,6,7,1948,2020,2,16
SM-G9200,1529,828,5.1,7,6,6,8,9,2101,2550,3,32
SM-G9208,1529,828,5.1,7,6,6,8,9,2101,2550,3,32
SM-G9209,1529,828,5.1,7,6,6,8,9,2101,2550,3,32
SM-G9250,2399,296,5.1,7,6,7,9,9,2101,2600,3,32
SM-G9280,2399,296,5.1,7,6,7,9,9,2101,2600,3,32
SM-G9298,5299,6,4.2,7,8,4,8,7,1217,2300,4,64
SM-G9300,2999,1053,5.5,9,9,9,9,8,1764,3600,4,32
SM-G9308,2999,1053,5.5,9,9,9,9,8,1764,3600,4,32
SM-G9350,2999,1053,5.5,9,9,9,9,8,1764,3600,4,32
SM-G9500,3578,177,6.2,7,9,8,9,9,1285,3500,6,128
SM-G9508,3578,177,6.2,7,9,8,9,9,1285,3500,6,128
SM-G9550,3578,177,6.2,7,9,8,9,9,1285,3500,6,128
SM-G955U,4399,177,6.2,7,9,8,9,9,1319,3500,4,64
SM-G955U1,4399,177,6.2,7,9,8,9,9,1319,3500,4,64
SM-G955W,4399,177,6.2,7,9,8,9,9,1319,3500,4,64
SM-G9600/DS,2888,184,5.8,6,10,6,7,7,990,3000,4,64
SM-G9608/DS,2888,184,5.8,6,10,6,7,7,990,3000,4,64
SM-G9650/DS,2888,184,5.8,6,10,6,7,7,990,3000,4,64
SM-G9700,6999,3,5.8,8,8,7,8,6,668,3100,8,128
SM-G9708,6999,3,5.8,8,8,7,8,6,668,3100,8,128
SM-G9730,3499,144,6.1,8,10,8,10,10,668,3400,8,128
SM-G9738,3499,144,6.1,8,10,8,10,10,668,3400,8,128
SM-G9750,6999,21,6.4,9,10,8,9,9,668,4100,8,0
SM-G9758,3499,144,6.1,8,10,8,10,10,668,3400,8,128
SM-G9810,5999,8,6.2,7,10,7,9,9,255,4000,12,128
SM-G9860,5999,8,6.2,7,10,7,9,9,255,4000,12,128
SM-G9880,8999,27,6.9,9,10,10,10,6,274,5000,12,256
SM-J260F,0,0,5.0,0,0,0,0,0,1064,2600,1,16
SM-J3109,888,10,5.0,3,2,4,5,4,1217,2600,3,32
SM-J3110,500,176,5.0,8,2,8,8,8,1643,2600,2,16
SM-J3119,500,176,5.0,8,2,8,8,8,1643,2600,2,16
SM-J3119S,500,176,5.0,8,2,8,8,8,1643,2600,2,16
SM-J3300,888,10,5.0,3,2,4,5,4,1217,2600,3,32
SM-J3308,888,10,5.0,3,2,4,5,4,1217,2600,3,32
SM-J400F,0,1,,5,5,5,5,6,1064,0,2,0
SM-J5008,900,23,5.2,4,5,5,5,5,1735,3100,2,16
SM-J5108,900,23,5.2,4,5,5,5,5,1735,3100,2,16
SM-J530F,0,0,5.2,0,0,0,0,0,1429,0,2,16
SM-J600F,0,0,,0,0,0,0,0,1064,0,2,0
SM-J7008,0,0,5.5,0,0,0,0,0,1429,3000,2,16
SM-J7108,780,43,5.5,8,4,8,8,8,1735,3300,3,16
SM-J7109,780,43,5.5,8,4,8,8,8,1735,3300,3,16
SM-J800FN,0,0,5.5,0,0,0,0,0,1064,0,4,32
SM-J805G,0,0,,0,0,0,0,0,1064,0,0,0
SM-M105F,0,0,5.6,0,0,0,0,0,699,3000,3,16
SM-M205F,0,1,6.0,6,5,8,6,8,699,5000,3,32
SM-M3070,1858,2,6.4,6,6,7,6,6,426,6000,6,128
SM-N7506V,0,0,6.7,0,0,0,0,0,0,4500,6,128
SM-N7508V,0,0,6.7,0,0,0,0,0,0,4500,6,128
SM-N7509V,0,0,6.7,0,0,0,0,0,0,4500,6,128
SM-N900,2700,2053,5.7,6,7,6,7,7,2678,3200,3,16
SM-N9002,9199,23,6.9,8,9,9,9,9,94,4500,12,256
SM-N9006,9199,23,6.9,8,9,9,9,9,94,4500,12,256
SM-N9008,9199,23,6.9,8,9,9,9,9,94,4500,12,256
SM-N9008S,9199,23,6.9,8,9,9,9,9,94,4500,12,256
SM-N9008V,9199,23,6.9,8,9,9,9,9,94,4500,12,256
SM-N9009,9199,23,6.9,8,9,9,9,9,94,4500,12,256
SM-N9100,3498,180,6.3,9,10,8,9,9,1186,3300,6,64
SM-N9106W,3498,180,6.3,9,10,8,9,9,1186,3300,6,64
SM-N9108V,3498,180,6.3,9,10,8,9,9,1186,3300,6,64
SM-N9109W,3498,180,6.3,9,10,8,9,9,1186,3300,6,64
SM-N9150,0,1,5.4,0,0,0,0,0,2040,0,0,16
SM-N916K,0,4,,6,8,4,8,8,2282,0,3,0
SM-N916L,0,4,,6,8,4,8,8,2282,0,3,0
SM-N916S,0,4,,6,8,4,8,8,2282,0,3,0
SM-N9200,9199,23,6.9,8,9,9,9,9,94,4500,12,256
SM-N9208,9199,23,6.9,8,9,9,9,9,94,4500,12,256
SM-N9300,5688,194,5.7,5,6,6,6,7,1551,3500,4,64
SM-N9500,7399,0,6.7,0,0,0,0,0,94,4300,8,256
SM-N9508,7399,0,6.7,0,0,0,0,0,94,4300,8,256
SM-N9600,3848,132,6.4,8,10,9,8,9,852,4000,6,128
SM-N9608,3848,132,6.4,8,10,9,8,9,852,4000,6,128
SM-N9700,5999,27,6.8,8,10,9,10,8,699,4300,12,256
SM-N9760,5999,27,6.8,8,10,9,10,8,699,4300,12,256
SM-N9810,9199,23,6.9,8,9,9,9,9,94,4500,12,256
SM-N9860,9199,23,6.9,8,9,9,9,9,94,4500,12,256
SM-T239C,0,1,5.8,0,0,0,0,0,1429,4000,4,64
